ID,Year_Birth,Income,Dt_Customer,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Numbers of sons,Total_Spent,Total_Purchases,Marital_Status_Alone,Marital_Status_Partner,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Clusters
3916,1971,49269,2013-07-02,92,7,0,0,0,0,0,0,3,11,0,53,1,890,25,0,1,0,0,0,1,2
2021,1975,61456,2013-07-02,47,4,0,0,0,0,0,0,3,11,0,49,1,1388,33,0,1,0,1,0,0,4
1581,1980,37406,2013-10-10,18,8,0,0,0,0,0,0,3,11,1,44,1,17,4,0,1,0,1,0,0,1
564,1981,56937,2012-04-08,81,6,0,1,0,0,0,0,3,11,1,43,1,906,30,0,1,0,0,0,1,2
6619,1978,38415,2013-02-01,91,7,0,0,0,0,0,0,3,11,0,46,2,44,6,0,1,0,1,0,0,1
9081,1988,20518,2013-07-02,58,5,0,0,0,0,0,0,3,11,0,36,1,25,5,1,0,0,1,0,0,3
178,1956,62503,2013-07-02,40,5,0,0,0,0,0,0,3,11,0,68,1,973,26,0,1,0,1,0,0,4
916,1972,41644,2014-09-05,67,3,0,0,0,0,0,0,3,11,0,52,2,31,6,1,0,0,0,0,1,3
5512,1977,55842,2013-07-02,19,5,0,0,0,0,0,0,3,11,0,47,1,518,17,0,1,0,0,1,0,2
8970,1972,62010,2013-07-02,93,5,0,0,0,0,0,0,3,11,0,52,1,530,19,0,1,0,0,0,1,2
10581,1977,41124,2013-07-02,41,8,0,0,0,0,0,0,3,11,0,47,1,506,21,0,1,0,1,0,0,4
5300,1973,38961,2013-07-02,60,7,0,0,0,0,0,0,3,11,0,51,1,70,6,0,1,0,0,1,0,1
5154,1972,37760,2013-11-08,54,6,0,0,0,0,0,0,3,11,0,52,1,54,6,1,0,0,0,1,0,3
8346,1974,32233,2013-07-02,26,9,1,0,0,0,0,0,3,11,1,50,1,296,12,1,0,0,1,0,0,3
1676,1975,43057,2013-07-02,30,5,0,0,0,0,0,0,3,11,0,49,1,266,15,0,1,0,1,0,0,4
9286,1960,83151,2012-10-10,93,3,0,0,0,0,0,0,3,11,0,64,0,747,19,0,1,0,0,1,0,2
2426,1964,78825,2013-07-02,35,3,0,0,0,0,0,0,3,11,1,60,0,895,29,1,0,0,0,0,1,0
5172,1976,65104,2013-07-02,4,7,0,0,0,0,0,0,3,11,0,48,1,1053,17,0,1,0,0,1,0,2
5562,1974,60093,2013-07-02,92,6,0,0,0,0,0,0,3,11,0,50,1,735,21,0,1,0,1,0,0,4
3436,1969,14045,2013-07-02,24,7,0,0,0,0,0,0,3,11,0,55,1,20,5,0,1,0,1,0,0,1
3921,1952,28457,2013-07-02,96,8,0,0,0,0,0,0,3,11,0,72,0,205,10,1,0,0,0,0,0,3
3403,1958,78952,2013-07-02,11,6,0,0,0,0,0,0,3,11,0,66,1,2092,21,0,1,0,0,0,1,2
22,1976,46310,2012-03-12,99,8,0,0,0,0,0,0,3,11,0,48,1,309,14,1,0,0,1,0,0,0
10965,1955,76005,2013-07-02,72,6,0,0,0,1,0,0,3,11,0,69,0,1722,22,0,1,0,1,0,0,4
9426,1964,58308,2013-12-01,77,8,0,0,0,0,0,0,3,11,0,60,1,900,15,1,0,0,0,1,0,0
6605,1944,55614,2013-07-02,85,7,0,1,0,0,0,0,3,11,0,80,0,682,20,1,0,0,0,0,1,0
3136,1962,59432,2013-07-02,88,5,0,0,0,0,0,0,3,11,0,62,1,663,22,1,0,0,0,1,0,0
8737,1978,55563,2014-05-04,22,3,0,0,0,0,0,0,3,11,0,46,1,43,6,1,0,0,1,0,0,0
11088,1971,78642,2013-07-02,83,6,0,0,0,0,0,0,3,11,0,53,1,1816,18,0,1,0,0,0,1,2
716,1949,67911,2013-07-02,63,3,0,0,0,0,0,0,3,11,0,75,1,976,27,0,1,0,0,0,1,2
466,1944,65275,2013-03-04,9,2,0,0,0,0,0,0,3,11,0,80,0,746,21,0,1,0,1,0,0,4
9135,1950,27203,2012-06-08,92,8,0,0,0,0,0,0,3,11,0,74,2,64,6,0,1,0,1,0,0,1
10623,1961,48330,2013-07-02,2,5,0,0,0,0,0,0,3,11,0,63,1,32,5,0,1,0,0,1,0,2
8151,1990,24279,2013-07-02,6,8,0,0,0,0,0,0,3,11,0,34,0,263,9,0,1,1,0,0,0,1
5140,1985,64355,2013-07-02,66,8,0,0,0,0,0,0,3,11,0,39,1,1445,21,0,1,0,0,0,1,2
10160,1956,50943,2013-07-02,49,5,0,0,0,0,0,0,3,11,0,68,1,46,5,0,1,0,0,1,0,2
4945,1953,53653,2012-07-11,29,6,0,0,0,0,0,0,3,11,0,71,0,1210,28,1,0,0,1,0,0,0
10584,1976,65665,2013-02-12,77,3,0,0,0,0,0,0,3,11,0,48,1,945,24,0,1,0,1,0,0,4
6071,1989,81217,2013-07-02,77,1,0,0,0,0,0,0,3,11,0,35,0,1157,22,1,0,0,1,0,0,0
3386,1992,34935,2013-07-02,71,7,0,0,0,0,0,0,3,11,0,32,0,137,8,0,1,0,1,0,0,1
8939,1959,61250,2013-07-02,49,5,0,0,0,0,0,0,3,11,0,65,1,730,25,1,0,0,1,0,0,0
9925,1981,39665,2013-07-02,97,7,1,0,0,0,0,0,3,11,0,43,1,216,12,0,1,0,0,0,1,2
4320,1979,60152,2013-07-02,6,3,0,0,0,0,0,0,3,11,0,45,1,943,23,1,0,0,1,0,0,0
5389,1964,48920,2013-07-02,93,7,0,1,0,0,0,0,3,11,0,60,2,347,16,0,1,0,1,0,0,4
6036,1959,89120,2013-07-02,78,1,0,0,1,0,0,0,3,11,0,65,0,1924,19,0,1,0,0,1,0,2
182,1946,44124,2013-11-05,62,8,0,0,0,0,0,0,3,11,0,78,1,397,17,0,1,0,0,0,1,2
203,1975,81169,2013-07-02,47,2,0,0,0,0,0,0,3,11,0,49,0,2089,22,1,0,0,0,1,0,0
11025,1961,36443,2013-03-02,9,8,0,0,0,0,0,0,3,11,0,63,2,138,11,0,1,0,1,0,0,1
10203,1990,26095,2013-07-02,77,7,0,0,0,0,0,0,3,11,0,34,1,42,5,1,0,0,1,0,0,3
4607,1959,71367,2013-07-02,24,2,0,0,0,0,0,0,3,11,0,65,0,777,17,0,1,0,1,0,0,4
3711,1944,80184,2014-01-03,19,3,0,0,1,1,0,0,3,11,0,80,0,1902,20,0,1,0,0,1,0,2
3696,1965,30630,2013-07-02,67,7,0,0,0,0,0,0,3,11,0,59,2,52,7,1,0,0,1,0,0,3
2532,1987,73454,2014-01-03,95,5,1,0,0,0,0,0,3,11,0,37,0,1651,13,1,0,0,0,1,0,0
9214,1991,42691,2013-07-02,48,5,0,0,0,0,0,0,3,11,0,33,0,358,13,0,1,0,1,0,0,4
4943,1953,70503,2013-07-02,73,6,0,1,1,0,0,0,3,11,0,71,0,1727,16,0,1,0,1,0,0,4
35,1987,25545,2012-08-09,35,6,0,0,0,0,0,0,3,11,1,37,1,210,10,0,1,0,1,0,0,1
2258,1986,32880,2012-04-12,76,8,0,0,0,0,0,0,3,11,0,38,1,42,5,0,1,0,1,0,0,1
4322,1958,77863,2013-07-02,20,2,0,0,0,0,0,0,3,11,0,66,0,1291,20,0,1,0,0,0,1,2
713,1977,50353,2014-08-06,72,3,0,0,0,0,0,0,3,11,0,47,0,442,15,0,1,0,0,1,0,4
4702,1964,61839,2012-12-08,20,8,0,0,0,0,0,0,3,11,0,60,0,1895,17,1,0,0,1,0,0,0
3281,1960,49154,2013-03-11,69,6,0,0,0,0,0,0,3,11,0,64,2,411,19,0,1,0,0,0,1,2
702,1975,47682,2013-07-02,80,5,0,0,0,0,0,0,3,11,0,49,1,521,19,1,0,0,0,0,0,0
2004,1969,72679,2013-07-02,65,1,0,0,0,0,0,0,3,11,0,55,1,1168,17,1,0,0,1,0,0,0
4769,1977,57954,2013-07-02,52,7,0,1,0,0,0,0,3,11,0,47,2,493,23,0,1,0,0,1,0,2
4437,1962,65316,2013-07-02,65,4,0,0,0,0,0,0,3,11,0,62,2,260,12,0,1,0,1,0,0,4
8724,1982,28567,2013-07-02,57,6,0,0,0,0,0,0,3,11,0,42,1,46,7,1,0,0,1,0,0,3
10741,1951,47352,2013-11-04,70,7,0,0,0,0,0,0,3,11,0,73,1,319,16,0,1,0,0,1,0,2
1991,1967,44931,2013-07-02,0,5,0,0,0,0,0,0,3,11,0,57,1,96,7,0,1,0,1,0,0,1
6931,1967,76982,2013-07-02,19,4,0,0,1,0,0,0,3,11,1,57,0,1062,16,1,0,0,1,0,0,0
11096,1952,57247,2013-08-08,50,2,0,0,0,0,0,0,3,11,0,72,1,232,12,0,1,0,0,0,0,4
304,1981,22944,2013-07-02,67,7,0,0,0,0,0,0,3,11,0,43,1,76,9,1,0,0,0,1,0,3
3665,1977,25315,2013-07-11,46,8,0,0,0,0,0,0,3,11,0,47,1,54,9,0,1,0,0,0,0,1
10591,1969,43638,2012-06-08,37,7,0,0,0,0,0,0,3,11,0,55,1,201,11,1,0,0,1,0,0,3
5036,1984,42710,2013-07-02,38,6,0,0,0,0,0,0,3,11,0,40,1,406,14,1,0,0,0,0,1,0
5547,1982,84169,2013-07-08,9,3,0,1,1,0,0,0,3,11,1,42,0,1919,20,0,1,0,0,0,1,2
7822,1976,54058,2013-04-06,56,3,0,0,0,0,0,0,3,11,0,48,1,662,20,0,1,0,1,0,0,4
8541,1990,24683,2014-08-03,98,5,0,0,0,0,0,0,3,11,0,34,1,41,8,0,1,0,0,0,0,1
10955,1964,85620,2014-07-01,68,1,0,0,0,0,0,0,3,11,1,60,0,1600,14,1,0,0,1,0,0,0
4368,1980,47850,2013-03-12,72,6,0,0,0,0,0,0,3,11,0,44,1,134,8,0,1,0,1,0,0,1
9671,1968,19514,2013-07-02,47,8,1,0,0,0,0,0,3,11,1,56,2,69,10,0,1,0,1,0,0,1
2256,1973,27159,2013-07-02,33,6,0,0,0,0,0,0,3,11,0,51,2,21,6,0,1,0,0,1,0,1
4279,1963,39548,2013-07-02,87,3,0,0,0,0,0,0,3,11,0,61,2,54,7,1,0,0,0,0,0,3
5371,1989,21474,2014-08-04,0,7,1,0,0,0,0,0,3,11,1,35,1,91,8,1,0,0,1,0,0,3
9240,1971,60504,2014-07-02,73,6,0,0,0,0,0,0,3,11,0,53,1,526,18,1,0,0,0,0,1,0
9460,1963,22419,2013-07-02,74,8,0,0,0,0,0,0,3,11,0,61,0,162,8,0,1,0,1,0,0,1
9504,1949,81698,2013-06-11,4,1,0,0,0,0,0,0,3,11,1,75,0,1008,25,0,1,0,0,1,0,2
8692,1952,43462,2012-12-09,50,8,0,0,0,0,0,0,3,11,0,72,2,240,16,0,1,0,1,0,0,1
448,1978,54880,2013-01-03,57,5,0,0,0,0,0,0,3,11,0,46,1,795,21,1,0,0,0,0,1,0
8314,1982,79908,2013-05-04,30,2,0,0,1,0,0,0,3,11,0,42,0,1772,19,0,1,0,1,0,0,4
8420,1970,15315,2013-03-08,27,5,0,0,0,0,0,0,3,11,0,54,0,64,8,0,1,0,0,0,0,1
3174,1959,87771,2013-07-02,61,6,0,1,1,1,1,0,3,11,1,65,1,1957,20,0,1,0,1,0,0,4
7685,1978,33039,2013-09-09,4,5,0,0,0,0,0,0,3,11,0,46,1,78,7,0,1,0,1,0,0,1
3179,1980,81741,2013-07-02,75,2,0,0,0,0,0,0,3,11,0,44,0,1572,19,1,0,0,1,0,0,0
9780,1971,71499,2013-07-02,12,4,0,0,0,0,0,0,3,11,0,53,1,795,26,0,1,0,0,1,0,2
10681,1970,62466,2013-07-02,13,4,0,0,0,0,0,0,3,11,0,54,1,889,26,0,1,0,0,0,0,4
10232,1963,48799,2013-05-11,9,3,0,0,0,0,0,0,3,11,0,61,1,331,15,1,0,0,0,0,1,0
4184,1950,52157,2014-07-06,48,4,0,0,0,0,0,0,3,11,0,74,1,265,12,0,1,0,0,0,1,2
9120,1962,66565,2012-05-12,80,8,0,0,0,0,0,0,3,11,0,62,1,1065,19,1,0,0,1,0,0,0
891,1951,29298,2013-07-09,60,5,0,0,0,0,0,0,3,11,0,73,2,11,4,0,1,0,0,1,0,1
10381,1979,47691,2013-05-07,43,6,0,0,0,0,0,0,3,11,0,45,1,21,4,1,0,0,1,0,0,3
3525,1970,38200,2012-07-12,19,7,0,0,0,0,0,0,3,11,0,54,2,17,4,0,1,0,1,0,0,1
6818,1974,44989,2012-12-09,26,6,0,0,0,0,0,0,3,11,0,50,1,369,16,0,1,0,1,0,0,4
3526,1968,38443,2013-07-02,58,7,0,0,0,0,0,0,3,11,0,56,2,38,6,0,1,0,0,0,1,1
8181,1978,38593,2013-07-02,42,8,0,0,0,0,0,0,3,11,0,46,1,177,11,1,0,0,0,0,0,3
1029,1970,64413,2013-01-08,27,5,0,0,0,0,0,0,3,11,0,54,1,279,12,0,1,0,0,0,1,2
7369,1981,36959,2013-02-10,56,8,0,0,0,0,0,0,3,11,0,43,1,62,7,0,1,0,0,1,0,1
2574,1977,61996,2013-07-02,27,5,0,1,0,1,1,0,3,11,1,47,1,1230,21,0,1,0,0,0,1,2
8159,1968,51287,2014-01-04,10,7,0,0,0,0,0,0,3,11,0,56,2,182,11,0,1,0,1,0,0,1
1160,1970,13260,2013-07-02,48,8,0,0,0,0,0,0,3,11,0,54,2,49,10,0,1,0,1,0,0,1
10242,1966,47472,2013-07-02,39,5,0,0,0,0,0,0,3,11,0,58,2,75,8,0,1,0,0,0,1,2
5253,1956,54603,2013-09-07,85,7,0,0,0,0,0,0,3,11,0,68,2,227,16,0,1,0,0,1,0,2
5966,1974,45207,2012-10-11,64,6,0,1,0,0,0,0,3,11,0,50,2,215,15,0,1,0,0,0,1,2
5314,1951,40689,2013-07-02,69,8,0,0,0,0,0,0,3,11,0,73,1,444,20,0,1,0,1,0,0,4
5081,1967,47821,2013-07-02,54,8,0,0,0,0,0,0,3,11,0,57,2,47,5,0,1,0,0,0,0,1
5123,1951,27450,2013-07-02,57,7,0,0,0,0,0,0,3,11,0,73,0,143,7,0,1,0,0,1,0,2
5756,1983,39453,2014-03-04,64,6,0,0,0,0,0,0,3,11,0,41,1,55,7,0,1,0,1,0,0,1
8036,1971,26850,2013-07-02,10,4,0,0,0,0,0,0,3,11,0,53,2,63,11,0,1,0,0,0,0,1
9058,1955,79800,2013-07-02,65,3,1,0,1,1,0,0,3,11,1,69,0,1867,22,1,0,0,1,0,0,0
5057,1961,61794,2013-07-02,74,2,0,0,0,0,0,0,3,11,0,63,1,611,20,0,1,0,0,1,0,2
254,1955,53863,2013-07-02,4,7,0,1,0,0,0,0,3,11,0,69,1,473,18,0,1,0,1,0,0,4
4179,1959,24221,2013-07-02,94,4,0,0,0,0,0,0,3,11,0,65,0,55,6,0,1,0,1,0,0,1
3710,1984,39684,2012-12-10,41,7,0,0,0,0,0,1,3,11,1,40,1,81,7,1,0,0,0,0,1,3
7627,1975,92163,2012-12-12,25,2,0,0,1,1,0,0,3,11,1,49,0,2086,21,0,1,0,0,1,0,2
4501,1965,69882,2013-10-11,94,1,0,0,0,0,0,0,3,11,0,59,0,1478,20,1,0,0,0,1,0,0
6424,1977,33178,2013-07-02,9,4,0,0,0,0,0,0,3,11,0,47,1,49,5,0,1,0,1,0,0,1
3075,1972,59973,2013-11-09,47,1,0,0,0,0,0,0,3,11,0,52,0,382,15,0,1,0,0,0,1,2
4992,1975,17459,2013-07-02,12,7,0,0,0,0,0,0,3,11,1,49,1,69,9,0,1,0,0,1,0,1
5252,1969,23910,2013-07-02,80,7,0,0,0,0,0,0,3,11,0,55,1,67,6,1,0,0,1,0,0,3
7444,1969,42169,2013-07-02,20,8,0,0,0,0,0,0,3,11,0,55,2,30,6,0,1,0,0,1,0,1
6919,1978,26224,2013-04-06,39,6,0,0,0,0,0,0,3,11,0,46,1,63,9,0,1,0,0,0,0,1
3537,1981,31089,2013-07-02,57,8,0,0,0,0,0,0,3,11,0,43,1,79,10,0,1,0,1,0,0,1
10277,1961,30081,2013-07-02,27,7,0,0,0,0,0,0,3,11,0,63,1,42,5,1,0,0,1,0,0,3
2453,1960,62807,2013-07-02,83,5,0,0,0,0,0,0,3,11,0,64,1,819,23,0,1,0,1,0,0,4
7972,1955,72906,2013-07-02,79,1,0,0,0,0,0,0,3,11,0,69,0,1151,17,1,0,0,1,0,0,0
895,1948,61467,2012-09-12,69,5,0,0,0,0,0,0,3,11,0,76,2,594,20,0,1,0,0,0,1,2
1177,1966,49618,2013-07-02,77,7,0,0,0,0,0,0,3,11,0,58,2,129,11,0,1,0,0,1,0,1
7141,1986,21888,2013-07-02,15,10,0,0,0,0,0,0,3,11,1,38,1,213,12,1,0,0,0,1,0,3
7232,1973,42429,2014-11-02,99,5,0,0,0,0,0,0,3,11,0,51,1,67,7,1,0,0,1,0,0,3
8477,1956,26150,2013-11-03,61,7,0,0,0,0,0,0,3,11,0,68,3,28,5,1,0,0,1,0,0,3
2457,1975,30801,2013-07-02,23,7,0,0,0,0,0,0,3,11,0,49,1,45,6,0,1,1,0,0,0,1
988,1965,81168,2014-07-05,84,3,0,0,0,1,0,0,3,11,0,59,0,1193,18,0,1,0,1,0,0,4
7930,1969,26877,2013-07-02,74,6,0,0,0,0,0,0,3,11,0,55,0,268,12,1,0,0,0,1,0,0
4587,1944,45006,2013-07-02,90,3,0,0,0,0,0,0,3,11,0,80,0,266,12,1,0,0,0,1,0,0
6682,1973,18978,2012-11-12,41,8,0,0,0,0,0,0,3,11,0,51,1,37,5,0,1,1,0,0,0,1
6222,1967,22574,2013-07-02,28,7,0,0,0,0,0,0,3,11,0,57,3,37,7,0,1,0,1,0,0,1
10299,1969,48240,2012-09-11,73,5,0,0,0,0,0,0,3,11,1,55,0,882,25,1,0,0,0,0,1,0
3083,1974,45837,2013-07-02,88,7,0,0,0,0,0,0,3,11,0,50,2,373,18,0,1,0,1,0,0,1
8953,1965,35791,2013-06-05,94,8,0,0,0,0,0,0,3,11,0,59,3,35,6,1,0,0,0,1,0,3
8650,1978,54162,2013-07-02,31,4,0,0,0,0,0,0,3,11,0,46,2,42,5,1,0,0,1,0,0,3
10862,1960,30522,2013-07-02,6,2,0,0,0,0,0,0,3,11,0,64,1,326,17,0,1,0,0,1,0,2
2782,1961,54456,2013-11-07,23,6,0,0,0,0,0,0,3,11,0,63,1,404,17,0,1,0,0,0,1,2
6941,1971,31632,2013-07-02,92,7,0,0,0,0,0,0,3,11,0,53,0,95,6,1,0,0,1,0,0,3
10972,1949,72298,2014-10-03,52,1,0,1,1,0,0,0,3,11,0,75,0,939,14,1,0,0,1,0,0,0
10708,1978,36975,2013-07-02,50,7,0,0,0,0,0,0,3,11,0,46,1,33,5,1,0,0,0,0,0,3
6583,1955,72635,2013-03-06,54,3,0,0,0,1,0,0,3,11,0,69,0,981,21,0,1,0,0,0,0,2
3641,1976,13624,2013-07-02,93,6,0,0,0,0,0,0,3,11,0,48,1,36,7,0,1,0,1,0,0,1
10156,1975,84196,2013-03-06,56,3,0,0,0,0,0,0,3,11,0,49,1,1237,20,1,0,0,1,0,0,0
4299,1960,70971,2013-07-02,28,7,0,0,0,0,0,0,3,11,1,64,1,1825,34,0,1,0,1,0,0,4
3469,1977,34487,2012-06-09,94,9,0,0,0,0,0,0,3,11,0,47,2,103,9,1,0,0,0,0,1,3
5063,1977,28769,2013-07-02,76,9,0,0,0,0,0,0,3,11,0,47,1,191,12,1,0,0,1,0,0,3
10727,1970,69084,2013-07-02,43,8,0,0,0,0,0,0,3,11,0,54,1,1586,25,0,1,0,0,0,1,2
9624,1958,65488,2013-07-02,46,1,0,0,0,0,0,0,3,11,0,66,0,963,14,0,1,0,0,0,1,2
5156,1970,62466,2013-07-02,13,4,0,0,0,0,0,0,3,11,0,54,1,889,26,0,1,0,0,0,0,4
4376,1960,32218,2013-07-02,27,7,1,0,0,0,0,0,3,11,1,64,0,93,7,1,0,0,0,0,0,3
8923,1973,83917,2013-07-02,12,3,0,0,0,0,0,0,3,11,1,51,0,1587,21,1,0,0,1,0,0,0
8461,1962,46102,2014-10-03,3,7,0,0,0,0,0,0,3,11,0,62,3,16,4,1,0,0,1,0,0,3
6945,1952,84574,2013-04-06,72,5,0,0,0,0,0,0,3,11,0,72,0,1375,32,1,0,0,1,0,0,0
944,1962,56181,2013-08-01,6,4,0,0,0,0,0,0,3,11,0,62,1,393,14,0,1,0,1,0,0,4
1907,1950,63120,2013-07-02,53,7,0,0,0,0,0,0,3,11,1,74,1,1477,26,1,0,0,0,1,0,0
701,1971,73691,2013-06-11,58,2,1,0,0,0,0,0,3,11,0,53,1,1179,18,0,1,0,1,0,0,4
3856,1960,63381,2012-05-10,78,2,0,0,0,0,0,0,3,11,0,64,1,1005,26,0,1,0,1,0,0,4
4149,1948,76140,2013-07-02,57,2,0,0,0,0,0,0,3,11,0,76,0,1348,21,0,1,0,0,0,1,2
2131,1959,62859,2013-07-02,37,6,0,0,0,0,0,0,3,11,0,65,1,1307,23,1,0,0,0,0,1,0
2942,1964,45906,2013-07-05,20,5,1,0,0,0,0,0,3,11,0,60,1,486,15,1,0,0,1,0,0,0
1173,1947,77632,2013-10-03,73,2,0,1,1,0,0,0,3,11,1,77,0,2252,13,0,1,0,0,1,0,2
4381,1971,46463,2013-07-02,56,6,0,0,0,0,0,0,3,11,0,53,2,235,17,0,1,0,0,0,1,2
4611,1970,105471,2013-07-02,36,3,0,0,1,1,0,0,3,11,1,54,0,1724,30,0,1,0,1,0,0,4
3376,1970,55282,2013-07-02,9,4,0,0,0,0,0,0,3,11,0,54,1,235,11,1,0,0,0,1,0,0
4679,1977,78710,2013-07-02,42,4,0,0,0,0,0,0,3,11,0,47,1,1092,28,0,1,0,0,1,0,2
10928,1958,66886,2013-07-02,28,5,0,0,0,0,0,0,3,11,0,66,1,599,17,0,1,0,1,0,0,4
4248,1960,98777,2013-07-02,23,1,0,1,0,0,0,0,3,11,0,64,0,2008,19,1,0,0,0,1,0,0
6728,1985,29103,2013-07-02,38,9,0,0,0,0,0,0,3,11,0,39,1,48,6,0,1,0,1,0,0,1
6661,1974,67445,2012-12-08,63,6,0,0,0,0,0,0,3,11,0,50,1,1174,32,0,1,0,1,0,0,4
4725,1950,50616,2013-07-02,71,2,0,0,0,0,0,0,3,11,0,74,1,67,7,0,1,0,0,0,1,2
3277,1955,49431,2012-03-08,9,8,0,0,0,0,0,0,3,11,0,69,1,365,15,1,0,0,1,0,0,0
2564,1953,61278,2014-04-01,87,6,0,0,0,0,0,0,3,11,0,71,1,165,10,0,1,0,1,0,0,4
946,1958,26490,2013-07-02,92,6,0,0,0,0,0,0,3,11,0,66,0,210,11,0,1,0,0,0,0,1
3867,1947,73059,2013-07-02,36,4,0,0,0,0,0,0,3,11,0,77,1,1095,26,0,1,0,0,0,1,2
6940,1966,46734,2013-07-02,86,6,1,0,0,0,0,0,3,11,0,58,3,223,12,1,0,0,0,0,1,3
55,1963,56253,2012-07-12,83,6,0,0,0,0,0,0,3,11,0,61,1,597,22,0,1,0,1,0,0,4
7093,1985,19986,2013-07-02,74,7,0,0,0,0,0,0,3,11,0,39,1,22,4,0,1,0,1,0,0,1
5084,1975,58330,2013-07-02,87,4,0,0,0,0,0,0,3,11,0,49,1,1064,24,1,0,0,1,0,0,0
1777,1980,25965,2012-07-09,29,8,0,0,0,0,0,0,3,11,0,44,0,74,6,0,1,1,0,0,0,1
8162,1956,14661,2013-01-01,88,6,0,0,0,0,0,0,3,11,0,68,0,26,5,0,1,0,0,1,0,1
10826,1959,18690,2013-07-02,77,8,0,0,0,0,0,0,3,11,0,65,0,60,5,0,1,0,1,0,0,1
8754,1974,45068,2013-07-02,25,7,0,0,0,0,0,0,3,11,0,50,1,20,4,0,1,0,0,0,1,1
1987,1987,21063,2013-07-02,34,6,0,0,0,0,0,0,3,11,0,37,1,59,7,1,0,1,0,0,0,3
11007,1968,29187,2013-09-05,43,8,0,0,0,0,0,0,3,11,0,56,1,34,5,0,1,0,0,0,1,1
7426,1971,54690,2013-07-11,76,3,0,0,0,0,0,0,3,11,0,53,2,198,12,0,1,0,0,0,0,1
9153,1964,59304,2013-07-02,81,5,0,0,0,0,0,0,3,11,0,60,1,1048,28,0,1,0,0,0,1,2
10379,1962,59247,2013-08-11,87,6,0,0,0,0,0,0,3,11,0,62,2,574,21,1,0,0,0,1,0,0
9204,1970,66731,2012-12-09,33,3,0,0,0,0,0,0,3,11,0,54,1,1029,17,1,0,0,1,0,0,0
3197,1980,77353,2013-07-02,38,4,0,0,0,0,0,0,3,11,0,44,1,670,20,0,1,0,1,0,0,4
2920,1975,52614,2012-01-12,63,8,0,0,0,0,0,0,3,11,0,49,1,990,16,1,0,0,0,0,1,0
6961,1974,26751,2013-07-02,26,8,0,0,0,0,0,0,3,11,0,50,2,11,4,0,1,0,1,0,0,1
4673,1963,81300,2013-07-02,17,5,0,0,0,1,0,0,3,11,1,61,1,1241,21,0,1,0,0,0,1,2
9937,1979,70337,2014-02-01,75,1,0,0,0,0,0,0,3,11,0,45,0,576,17,1,0,0,1,0,0,0
8779,1985,36145,2013-07-02,13,9,1,0,0,0,0,0,3,11,1,39,1,172,12,0,1,0,0,0,0,1
9596,1980,65295,2013-07-02,19,2,0,0,0,0,0,0,3,11,0,44,0,664,20,1,0,0,0,0,1,0
2891,1963,68118,2013-07-02,51,6,0,0,0,0,0,0,3,11,0,61,1,928,23,1,0,0,1,0,0,0
4910,1967,68743,2013-07-02,81,7,0,0,0,0,0,0,3,11,0,57,0,2074,30,1,0,0,1,0,0,0
75,1982,41039,2013-07-02,32,8,0,0,0,0,0,0,3,11,0,42,0,467,15,0,1,0,0,0,0,1
10120,1955,38946,2013-07-02,84,5,0,0,0,0,0,0,3,11,0,69,1,257,12,0,1,0,1,0,0,4
6327,1967,65777,2013-07-02,87,1,0,0,0,0,0,0,3,11,0,57,0,1146,17,0,1,0,1,0,0,4
10142,1976,66476,2013-07-03,99,4,0,0,0,0,0,0,3,11,0,48,1,689,20,1,0,0,0,0,1,0
9826,1972,86857,2012-12-09,96,2,0,0,0,0,0,0,3,11,1,52,0,2114,22,1,0,0,0,0,1,0
10767,1989,77845,2013-07-02,40,1,0,0,1,1,0,0,3,11,0,35,0,1346,21,0,1,0,0,0,1,2
7279,1969,69476,2013-07-02,3,2,0,0,0,0,0,0,3,11,0,55,0,1044,15,0,1,0,0,0,1,2
7230,1960,50611,2012-04-10,98,6,0,1,0,0,0,0,3,11,1,64,1,493,22,1,0,0,0,0,1,0
143,1970,61209,2013-07-02,73,2,0,0,0,0,0,0,3,11,0,54,0,957,13,1,0,0,1,0,0,0
450,1958,42315,2013-12-07,90,3,0,0,0,0,0,0,3,11,0,66,1,270,12,0,1,0,0,1,0,2
9316,1952,13084,2013-02-11,29,6,0,0,0,0,0,0,3,11,0,72,0,29,5,0,1,1,0,0,0,1
6379,1949,47570,2013-07-02,3,7,0,0,0,0,0,0,3,11,1,75,2,121,9,1,0,0,0,1,0,3
9239,1961,61923,2013-07-02,94,3,0,0,0,0,0,0,3,11,0,63,2,126,8,0,1,0,0,1,0,2
8315,1995,34824,2013-07-02,65,6,0,0,0,0,0,0,3,11,0,29,0,23,4,1,0,0,1,0,0,3
2868,1949,26518,2013-08-04,33,8,0,0,0,0,0,0,3,11,1,75,2,57,8,1,0,0,0,0,1,3
10888,1961,45938,2013-03-11,46,6,0,0,0,0,0,0,3,11,0,63,0,636,20,1,0,0,1,0,0,0
1277,1960,78468,2014-09-04,29,4,0,0,0,1,0,0,3,11,0,64,0,1004,28,0,1,0,1,0,0,4
9977,1973,78901,2013-07-02,99,4,0,0,0,0,0,0,3,11,0,51,1,734,20,1,0,0,1,0,0,0
